0,5e-4,0,1e-4,3e-4,0,0.0029,0,3e-4,0,0,0,0,0.0012,0,0,0,0,0,0
7e-4,0.002,6e-4,1e-4,0,0,0.0015,3e-4,0,0.0018,0,0,0,8e-4,0,0,8e-4,0,0.488,0
0.0053,0.0077,0.0014,0.0076,0.0131,0.0156,0.0547,0.0237,0,0.0082,0.0041,0,0,0.0799,0,0,0,0,1.4901,0.0033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1e-4,6e-4,0,0,0,0,0,0,0,0,0
0.0082,0.03,0.0125,0.0045,0,9e-4,0.117,0.037,0.0104,0.0085,0.0765,0,0,0.077,0,0,0.082,0,1.6205,0.0105
0.0071,0.0381,0.0221,0.0512,0.0079,0.0033,0.1879,0.0131,0,0.0121,0.0362,0,0,0.1228,0,0,0.4092,0,2.8203,0.0354
0,1e-4,0,0,0,0,0.0085,3e-4,0,0,0,0,0,0.0103,0,0,0.0141,0,0,0
0.0011,7e-4,2e-4,0.0032,7e-4,0.003,0.0155,0.0036,7e-4,0.0042,0.0368,0,0,0.0224,0,0,0.0244,0,0.0605,0.0031
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e-4,4e-4,7e-4,0,0,0,0.0015,0,0,5e-4,0.004,0,0,0,0,0,0.0204,0,0.1263,0
0.0119,0.0362,0.0268,0.0567,0.0307,0.0234,0.1864,0.0993,0.0419,0.0021,0.2707,0,0,0.1228,0,0,0.1418,0,6.7222,0.0133
0.0024,0,0.0045,0.0108,0.0102,0.0069,0.0442,0.0465,0.0099,0.0031,0.1671,0,0,0.0071,0,0,0.0465,0,2.6042,0.0135
0.0033,0.018,0.0123,0.0303,0.0095,0.0098,0.0328,0.0105,9e-4,0,0.1306,0,0,0.0623,0,0,0.0968,0,1.0022,0.0059
0,0,0,0.0026,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0
8e-4,0.0012,0,0.0019,1e-4,0,0.0045,3e-4,4e-4,8e-4,0.005,0,0,0.0018,0,0,0.0364,0,0.3303,0.0035
0.0038,0.0109,0.0036,0.0043,2e-4,0,0.05,0.0021,0.0018,0.0058,0.0838,0,0,0.0427,0,0,0.0445,0,0.6664,0.0045
0,0,0,0,0,0,0,0,0,0,6e-4,0,0,0,0,0,0,0,0,0
0.0025,0.011,0.0038,0.0119,0.0031,0.006,0.0204,0.0135,0.0088,9e-4,0.1008,0,0,0.0319,0,0,0.0685,0,0.4494,0
0,1e-4,0,0.001,0,0,0,0,9e-4,9e-4,0,0,0,0.002,0,0,0.0056,0,0.1294,0.0013
2e-4,1e-4,0,0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,0,0.0445,0
0,0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,0,0,0,0,0
0,8e-4,0,0,8e-4,0,0,0,0,0,0,0,0,0.0122,0,0,0,0,0.914,0
0,1e-4,0,0,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4e-4,0,0,2e-4,0,0.0059,0,0,0,0,0,0,0,0,0,0.0043,0,0.0079,0
0,1e-4,0,2e-4,0,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,0,0,0,0,0.0123,0
0,0.017,0.013,0.0221,5e-4,0,0.0474,0.0089,0.0034,0.0028,0,0,0,0.0366,0,0,0.0977,0,1.6041,0.0049
0.0159,0,0.0101,0.0604,0.023,0.0041,0.0639,0.0835,0.0443,0.0183,0.5812,0,0,0.0382,0,0,0.0358,0,12.8442,0.0322
8e-4,0.0042,0.0039,0.005,0,4e-4,0.0079,0,0,0,0.0014,0,0,0.0063,0,0,0.0477,0,0.0457,0.0056
0.0069,0.0011,0.0013,0.0049,0.0066,0.0052,0.075,0.0473,0.0052,0.001,0.0329,0,0,0.0475,0,0,0,0,1.2887,0.0089
0,0.0533,0.0155,0.0312,0.0106,0.0325,0.2583,0.0607,0.0053,0.0047,0.2716,0,0,0.0695,0,0,0.0789,0,1.4105,0.0194
0,0,0,0,0,0,0.0014,9e-4,0,0.001,0,0,0,0.0103,0,0,0,0,0,0.001
7e-4,4e-4,0.0028,0.0154,1e-4,0.0035,0.0123,0,0.0029,0.0064,0,0,0,0.0112,0,0,0.0158,0,1.1362,0.0032
0,0.0292,0.0146,0.0094,0.001,0.017,0,0.0183,0.0187,0.0018,0,0,0,0.0073,0,0,0.0509,0,0.0617,0.0065
0.002,0.0011,0.001,0.0011,0,0.0016,0.012,0,0,0.0014,0.0452,0,0,2e-4,0,0,0.0079,0,0.6654,0.0033
1e-4,0.0014,9e-4,1e-4,5e-4,0.0011,0.011,8e-4,0,6e-4,0.0104,0,0,0,0,0,0.0095,0,0.0123,0.0013
5e-4,0.0018,0.0014,0,0.0032,0.008,0.038,0.0108,0.0076,0.0146,0.0409,0,0,0.0419,0,0,0.0439,0,2.0159,0.0124
