63.2214,0,1978.5121,0.1098,980.9792,936.1318,282.3596,281.4144,130.7436,1675.0276,0,0,0,0,0,0,3.7944,0,0.0046,323.2367
0,204.3154,178.1265,880.8742,728.3132,144.5599,127.3738,746.9402,85.9789,1092.2631,52.1863,0,0,0,0,0,21.4691,0,0,36.5845
44.153,0,1791.3086,4.1481,675.5352,1340.7565,227.0591,106.2092,0,1437.5024,42.3761,0,0,0,0,0,0,0,0,311.7962
0,671.2599,322.756,0,1602.7324,401.0203,0,1096.1829,63.4297,1095.5126,0,0,0,0,0,0,79.3419,0,0,240.7281
269.432,15.9098,897.0979,0,1659.0737,256.6123,0,0,89.1311,1427.9111,69.5874,0,0,0,0,0,111.3121,0,0,37.6601
0,0,653.3954,0,921.7011,470.2245,0,0,16.7472,428.9144,0,0,0,0,0,0,0,0,14.796,0
14.2664,1312.6691,306.3056,2.8935,500.0975,1770.6132,0,397.7722,0,1049.9322,49.4908,0,0,0,0,0,18.5193,0,0,556.5614
142.5063,0,1126.7358,12.1386,2166.5302,520.3514,0,0,23.5482,1790.2167,97.0896,0,0,0,0,0,53.9842,0,0,425.4794
0,0,0,1820.5739,0,0,0,0,893.03510000000006,1399.3607,0,0,0,0,0,0,0,0,0,0
593.1768,204.5655,2296.8866,2.6561,41.5237,1877.0942,0,572.8373,2.526,1657.9133,0,0,0,109.7431,0,0,0,0,0,10.5135
302.6984,947.5209,683.5925,0,1153.0662,1170.9635,0,603.543,65.8757,1388.0618,85.1948,0,0,0,0,0,18.5835,0,0,156.3656
0,90.8615,1801.538,0,1266.9049,823.8405,0,0,213.1233,1824.9298,91.9336,0,0,88.3676,0,0,0,0,0,187.514
0,0.0017,2807.9064,2.5948,1076.3462,571.6066,0,0,895.9654,1228.2755,93.1351,0,0,0,0,0,0.0018,0,0,0
147.7292,0,1958.3445,17.2595,783.6486,1318.0484,0,637.1632,0,1356.9693,50.5272,0,0,58.2559,0,0,38.0767,0,0.0051,217.5976
477.8179,1657.6519,0.1858,2.1725,881.2743,1651.631,0,321.7631,13.542,1046.0662,58.8108,0,0,0,0,0,0,0,0.0285,429.5396
1277.8382,0.0028,1326.5437,170.0686,567.4089,666.7689,0,722.5746,0,1193.4898,55.5852,0,0,123.0687,0,0,0,0,0,87.5156
947.9616,90.0058,1790.4111,1.9316,1563.1936,557.0444,0,0,472.6779,2064.3085,0,0,0,31.9602,0,0,28.4847,0,0,129.6718
0,93.387,2380.8266,1.1841,1302.7872,1183.7428,0,0,188.8341,2260.8929,68.4375,0,0,0,0,0,11.936,0,0,132.2724
39.781,1729.3696,0,0,678.46,1832.2212,0,375.012,37.1866,1323.6573,50.9905,0,0,0,0,0,4.1475,0,0,532.2387
